year,month,State,type_of_connection,value,date,Service_provider
2019,11,Kerala,wireline,62983,01-11-2019,AIRTEL
2019,11,ALL INDIA,wireline,3145649,01-11-2019,MTNL
2019,11,Kolkata,wireline,132570,01-11-2019,AIRTEL
2019,11,Punjab,wireline,337178,01-11-2019,BSNL
2019,11,North East 1,wireline,94064,01-11-2019,BSNL
2019,11,Andhra Pradesh,wireline,809997,01-11-2019,BSNL
2019,11,Assam,wireline,98837,01-11-2019,BSNL
2019,11,Bihar,wireline,155193,01-11-2019,BSNL
2019,11,Delhi,wireline,0,01-11-2019,BSNL
2019,11,Gujarat,wireline,836759,01-11-2019,BSNL
2019,11,Haryana,wireline,187134,01-11-2019,BSNL
2019,11,Odisha,wireline,195006,01-11-2019,BSNL
2019,11,Himachal Pradesh,wireline,99302,01-11-2019,BSNL
2019,11,Karnataka,wireline,933093,01-11-2019,BSNL
2019,11,Kerala,wireline,1677609,01-11-2019,BSNL
2019,11,Kolkata,wireline,415297,01-11-2019,BSNL
2019,11,Madhya Pradesh,wireline,572546,01-11-2019,BSNL
2019,11,Maharashtra,wireline,935736,01-11-2019,BSNL
2019,11,Mumbai,wireline,0,01-11-2019,BSNL
2019,11,Jammu And Kashmir,wireline,122540,01-11-2019,BSNL
2019,11,Madhya Pradesh,wireline,240853,01-11-2019,AIRTEL
2019,11,Maharashtra,wireline,105969,01-11-2019,AIRTEL
2019,11,Mumbai,wireline,387168,01-11-2019,AIRTEL
2019,11,Punjab,wireline,10232,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Rajasthan,wireline,14174,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Tamil Nadu,wireline,56137,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Uttar Pradesh (East),wireline,3333,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Uttar Pradesh (West),wireline,2335,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,West Bengal,wireline,1652,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Odisha,wireline,1877,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,ALL INDIA,wireline,574009,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Bihar,wireline,8381,01-11-2019,TATA TELE
2019,11,Delhi,wireline,151113,01-11-2019,TATA TELE
2019,11,Gujarat,wireline,86892,01-11-2019,TATA TELE
2019,11,Haryana,wireline,38936,01-11-2019,TATA TELE
2019,11,Punjab,wireless,13370870,01-11-2019,JIO
2019,11,Karnataka,wireline,275334,01-11-2019,TATA TELE
2019,11,Andhra Pradesh,wireline,171789,01-11-2019,TATA TELE
2019,11,Mumbai,wireline,152538,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Maharashtra,wireline,39313,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Madhya Pradesh,wireline,5527,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Punjab,wireline,137543,01-11-2019,AIRTEL
2019,11,Rajasthan,wireline,57527,01-11-2019,AIRTEL
2019,11,Tamil Nadu,wireline,547050,01-11-2019,AIRTEL
2019,11,Uttar Pradesh (East),wireline,62592,01-11-2019,AIRTEL
2019,11,Uttar Pradesh (West),wireline,24355,01-11-2019,AIRTEL
2019,11,ALL INDIA,wireline,4309784,01-11-2019,AIRTEL
2019,11,Andhra Pradesh,wireline,33703,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Bihar,wireline,2317,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Delhi,wireline,82869,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Gujarat,wireline,11470,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Haryana,wireline,1918,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Himachal Pradesh,wireline,1543,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Karnataka,wireline,105468,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Kerala,wireline,12142,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Kolkata,wireline,35461,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Kolkata,wireline,53616,01-11-2019,TATA TELE
2019,11,Odisha,wireless,11904782,01-11-2019,JIO
2019,11,Uttar Pradesh (East),wireline,12680,01-11-2019,VODAFONE IDEA
2019,11,Mumbai,wireless,13619808,01-11-2019,JIO
2019,11,Kolkata,wireless,1790275,01-11-2019,BSNL
2019,11,Madhya Pradesh,wireless,6344618,01-11-2019,BSNL
2019,11,Maharashtra,wireless,7128441,01-11-2019,BSNL
2019,11,Mumbai,wireless,7128441,01-11-2019,BSNL
2019,11,North East 1,wireless,1465344,01-11-2019,BSNL
2019,11,Odisha,wireless,5905152,01-11-2019,BSNL
2019,11,Punjab,wireless,5676700,01-11-2019,BSNL
2019,11,Rajasthan,wireless,6111684,01-11-2019,BSNL
2019,11,Kerala,wireless,10928286,01-11-2019,BSNL
2019,11,Tamil Nadu,wireless,12252922,01-11-2019,BSNL
2019,11,Uttar Pradesh (West),wireless,5917215,01-11-2019,BSNL
2019,11,West Bengal,wireless,2087075,01-11-2019,BSNL
2019,11,ALL INDIA,wireless,117598414,01-11-2019,BSNL
2019,11,Andhra Pradesh,wireless,117598414,01-11-2019,BSNL
2019,11,Assam,wireless,117598414,01-11-2019,BSNL
2019,11,Bihar,wireless,117598414,01-11-2019,BSNL
2019,11,Delhi,wireless,117598414,01-11-2019,BSNL
2019,11,Gujarat,wireless,117598414,01-11-2019,BSNL
2019,11,Uttar Pradesh (East),wireless,11601074,01-11-2019,BSNL
2019,11,Haryana,wireless,117598414,01-11-2019,BSNL
2019,11,Karnataka,wireless,7320502,01-11-2019,BSNL
2019,11,Himachal Pradesh,wireless,2940044,01-11-2019,BSNL
2019,11,Madhya Pradesh,wireless,24990695,01-11-2019,VODAFONE IDEA
2019,11,Maharashtra,wireless,40296333,01-11-2019,VODAFONE IDEA
2019,11,Mumbai,wireless,13628224,01-11-2019,VODAFONE IDEA
2019,11,North East 1,wireless,1957784,01-11-2019,VODAFONE IDEA
2019,11,Odisha,wireless,3502168,01-11-2019,VODAFONE IDEA
2019,11,Punjab,wireless,9804885,01-11-2019,VODAFONE IDEA
2019,11,Rajasthan,wireless,14095061,01-11-2019,VODAFONE IDEA
2019,11,Tamil Nadu,wireless,21417991,01-11-2019,VODAFONE IDEA
2019,11,Jammu And Kashmir,wireless,1269058,01-11-2019,BSNL
2019,11,Uttar Pradesh (East),wireless,26490350,01-11-2019,VODAFONE IDEA
2019,11,West Bengal,wireless,20378587,01-11-2019,VODAFONE IDEA
2019,11,ALL INDIA,wireless,336257324,01-11-2019,VODAFONE IDEA
2019,11,Andhra Pradesh,wireless,9927070,01-11-2019,BSNL
2019,11,Assam,wireless,2730679,01-11-2019,BSNL
2019,11,Bihar,wireless,5140243,01-11-2019,BSNL
2019,11,Delhi,wireless,5140243,01-11-2019,BSNL
2019,11,Gujarat,wireless,6076716,01-11-2019,BSNL
2019,11,Haryana,wireless,4985316,01-11-2019,BSNL
2019,11,Uttar Pradesh (West),wireless,25191076,01-11-2019,VODAFONE IDEA
2019,11,Kolkata,wireless,7790420,01-11-2019,VODAFONE IDEA
2019,11,Himachal Pradesh,wireless,117598414,01-11-2019,BSNL
2019,11,Karnataka,wireless,117598414,01-11-2019,BSNL
2019,11,Karnataka,wireless,2187738,01-11-2019,MTNL
2019,11,Kerala,wireless,2187738,01-11-2019,MTNL
2019,11,Kolkata,wireless,2187738,01-11-2019,MTNL
2019,11,Madhya Pradesh,wireless,2187738,01-11-2019,MTNL
2019,11,Maharashtra,wireless,2187738,01-11-2019,MTNL
2019,11,Mumbai,wireless,1193720,01-11-2019,MTNL
2019,11,North East 1,wireless,1193720,01-11-2019,MTNL
2019,11,Odisha,wireless,1193720,01-11-2019,MTNL
2019,11,Jammu And Kashmir,wireless,2187738,01-11-2019,MTNL
2019,11,Punjab,wireless,1193720,01-11-2019,MTNL
2019,11,Tamil Nadu,wireless,1193720,01-11-2019,MTNL
2019,11,Uttar Pradesh (East),wireless,1193720,01-11-2019,MTNL
2019,11,Uttar Pradesh (West),wireless,1193720,01-11-2019,MTNL
2019,11,West Bengal,wireless,1193720,01-11-2019,MTNL
2019,11,ALL INDIA,wireless,3381458,01-11-2019,MTNL
2019,11,Andhra Pradesh,wireless,29461868,01-11-2019,JIO
2019,11,Assam,wireless,7831468,01-11-2019,JIO
2019,11,Bihar,wireless,27880382,01-11-2019,JIO
2019,11,Rajasthan,wireless,1193720,01-11-2019,MTNL
2019,11,Jammu And Kashmir,wireless,117598414,01-11-2019,BSNL
2019,11,Himachal Pradesh,wireless,2187738,01-11-2019,MTNL
2019,11,Gujarat,wireless,2187738,01-11-2019,MTNL
2019,11,Kerala,wireless,117598414,01-11-2019,BSNL
2019,11,Kolkata,wireless,117598414,01-11-2019,BSNL
2019,11,Madhya Pradesh,wireless,117598414,01-11-2019,BSNL
2019,11,Maharashtra,wireless,117598414,01-11-2019,BSNL
2019,11,Mumbai,wireless,117598414,01-11-2019,BSNL
2019,11,North East 1,wireless,117598414,01-11-2019,BSNL
2019,11,North East 1,wireless,3473244,01-11-2019,JIO
2019,11,Punjab,wireless,117598414,01-11-2019,BSNL
2019,11,Haryana,wireless,2187738,01-11-2019,MTNL
2019,11,Rajasthan,wireless,117598414,01-11-2019,BSNL
2019,11,Uttar Pradesh (East),wireless,90820,01-11-2019,BSNL
2019,11,Uttar Pradesh (West),wireless,90820,01-11-2019,BSNL
2019,11,West Bengal,wireless,90820,01-11-2019,BSNL
2019,11,ALL INDIA,wireless,90820,01-11-2019,BSNL
2019,11,Andhra Pradesh,wireless,90820,01-11-2019,MTNL
2019,11,Assam,wireless,90820,01-11-2019,MTNL
2019,11,Bihar,wireless,90820,01-11-2019,MTNL
2019,11,Delhi,wireless,2187738,01-11-2019,MTNL
2019,11,Tamil Nadu,wireless,90820,01-11-2019,BSNL
2019,11,Kerala,wireless,18552272,01-11-2019,VODAFONE IDEA
2019,11,Odisha,wireless,117598414,01-11-2019,BSNL
2019,11,Jammu And Kashmir,wireless,576932,01-11-2019,VODAFONE IDEA
2019,11,Uttar Pradesh (East),wireless,30879095,01-11-2019,AIRTEL
2019,11,Tamil Nadu,wireless,25611329,01-11-2019,AIRTEL
2019,11,Rajasthan,wireless,21320162,01-11-2019,AIRTEL
2019,11,Punjab,wireless,10375636,01-11-2019,AIRTEL
2019,11,Odisha,wireless,11908090,01-11-2019,AIRTEL
2019,11,North East 1,wireless,5228707,01-11-2019,AIRTEL
2019,11,Mumbai,wireless,9762390,01-11-2019,AIRTEL
2019,11,Maharashtra,wireless,15841466,01-11-2019,AIRTEL
2019,11,Madhya Pradesh,wireless,14908793,01-11-2019,AIRTEL
2019,11,Kolkata,wireless,6369152,01-11-2019,AIRTEL
2019,11,Kerala,wireless,5557018,01-11-2019,AIRTEL
2019,11,Karnataka,wireless,28559283,01-11-2019,AIRTEL
2019,11,Jammu And Kashmir,wireless,4114051,01-11-2019,AIRTEL
2019,11,Himachal Pradesh,wireless,3433764,01-11-2019,AIRTEL
2019,11,Haryana,wireless,4473276,01-11-2019,AIRTEL
2019,11,Gujarat,wireless,10995363,01-11-2019,AIRTEL
2019,11,Delhi,wireless,15504485,01-11-2019,AIRTEL
2019,11,Bihar,wireless,35815764,01-11-2019,AIRTEL
2019,11,Assam,wireless,8382286,01-11-2019,AIRTEL
2019,11,Andhra Pradesh,wireless,28750922,01-11-2019,AIRTEL
2019,11,Haryana,wireless,9137369,01-11-2019,JIO
2019,11,Himachal Pradesh,wireless,3417657,01-11-2019,JIO
2019,11,Jammu And Kashmir,wireless,3870140,01-11-2019,JIO
2019,11,Karnataka,wireless,19626706,01-11-2019,JIO
2019,11,Kerala,wireless,8623730,01-11-2019,JIO
2019,11,Kolkata,wireless,9938455,01-11-2019,JIO
2019,11,Madhya Pradesh,wireless,28399476,01-11-2019,JIO
2019,11,Maharashtra,wireless,29631665,01-11-2019,JIO
2019,11,Karnataka,wireless,12171470,01-11-2019,VODAFONE IDEA
2019,11,Uttar Pradesh (West),wireless,13548234,01-11-2019,AIRTEL
2019,11,West Bengal,wireless,15969509,01-11-2019,AIRTEL
2019,11,North East 1,wireline,4242,01-11-2019,JIO
2019,11,Andhra Pradesh,wireless,2012,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,ALL INDIA,wireless,327308775,01-11-2019,AIRTEL
2019,11,Himachal Pradesh,wireless,965559,01-11-2019,VODAFONE IDEA
2019,11,Haryana,wireless,9318951,01-11-2019,VODAFONE IDEA
2019,11,Gujarat,wireless,27624359,01-11-2019,VODAFONE IDEA
2019,11,Delhi,wireless,17790694,01-11-2019,VODAFONE IDEA
2019,11,Bihar,wireless,15916391,01-11-2019,VODAFONE IDEA
2019,11,Assam,wireless,4712355,01-11-2019,VODAFONE IDEA
2019,11,ALL INDIA,wireless,17274,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,West Bengal,wireless,778,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Uttar Pradesh (West),wireless,62,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Uttar Pradesh (East),wireless,881,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Tamil Nadu,wireless,2879,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Rajasthan,wireless,420,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Punjab,wireless,295,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Andhra Pradesh,wireless,19084767,01-11-2019,VODAFONE IDEA
2019,11,Jammu And Kashmir,wireless,72,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Bihar,wireless,228,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Mumbai,wireless,3067,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Maharashtra,wireless,878,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Madhya Pradesh,wireless,889,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Odisha,wireless,340,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Kolkata,wireless,33,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Delhi,wireless,1779,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Gujarat,wireless,583,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Haryana,wireless,172,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Himachal Pradesh,wireless,72,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,North East 1,wireless,3067,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Kerala,wireless,533,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Assam,wireless,2012,01-11-2019,RELIANCE COMMUNICATIONS
2019,11,Karnataka,wireless,1373,01-11-2019,RELIANCE COMMUNICATIONS
2019,12,ALL INDIA,wireline,1050702,01-12-2019,JIO
2019,12,Himachal Pradesh,wireline,60,01-12-2019,VODAFONE IDEA
2019,12,Jammu And Kashmir,wireline,0,01-12-2019,VODAFONE IDEA
2019,12,Karnataka,wireline,58047,01-12-2019,VODAFONE IDEA
2019,12,Kerala,wireline,5640,01-12-2019,VODAFONE IDEA
2019,12,Kolkata,wireline,11840,01-12-2019,VODAFONE IDEA
2019,12,Haryana,wireline,330,01-12-2019,VODAFONE IDEA
2019,12,Gujarat,wireline,31785,01-12-2019,VODAFONE IDEA
2019,12,Delhi,wireline,69085,01-12-2019,VODAFONE IDEA
2019,12,Bihar,wireline,1920,01-12-2019,VODAFONE IDEA
2019,12,Jammu And Kashmir,wireline,0,01-12-2019,TATA TELE
2019,12,Karnataka,wireline,275474,01-12-2019,TATA TELE
2019,12,Kerala,wireline,19586,01-12-2019,TATA TELE
2019,12,Kolkata,wireline,50247,01-12-2019,TATA TELE
2019,12,Madhya Pradesh,wireline,13635,01-12-2019,TATA TELE
2019,12,Maharashtra,wireline,262002,01-12-2019,TATA TELE
2019,12,Mumbai,wireline,542573,01-12-2019,TATA TELE
2019,12,Odisha,wireline,8588,01-12-2019,TATA TELE
2019,12,Punjab,wireline,12093,01-12-2019,TATA TELE
2019,12,Rajasthan,wireline,11569,01-12-2019,TATA TELE
2019,12,Tamil Nadu,wireline,122882,01-12-2019,TATA TELE
2019,12,Uttar Pradesh (East),wireline,8297,01-12-2019,TATA TELE
2019,12,Uttar Pradesh (West),wireline,4792,01-12-2019,TATA TELE
2019,12,West Bengal,wireline,2477,01-12-2019,TATA TELE
2019,12,ALL INDIA,wireline,1788221,01-12-2019,TATA TELE
2019,12,Punjab,wireline,197881,01-12-2019,HFCL / QUADRANT
2019,12,ALL INDIA,wireline,197881,01-12-2019,HFCL / QUADRANT
2019,12,Andhra Pradesh,wireline,46465,01-12-2019,VODAFONE IDEA
2019,12,Assam,wireline,3390,01-12-2019,VODAFONE IDEA
2019,12,Madhya Pradesh,wireline,1980,01-12-2019,VODAFONE IDEA
2019,12,Maharashtra,wireline,26480,01-12-2019,VODAFONE IDEA
2019,12,Uttar Pradesh (East),wireline,19740,01-12-2019,VODAFONE IDEA
2019,12,North East 1,wireline,240,01-12-2019,VODAFONE IDEA
2019,12,West Bengal,wireline,8010,01-12-2019,JIO
2019,12,Uttar Pradesh (West),wireline,57397,01-12-2019,JIO
2019,12,Uttar Pradesh (East),wireline,33807,01-12-2019,JIO
2019,12,Tamil Nadu,wireline,84261,01-12-2019,JIO
2019,12,Rajasthan,wireline,41247,01-12-2019,JIO
2019,12,Punjab,wireline,36878,01-12-2019,JIO
2019,12,Odisha,wireline,7218,01-12-2019,JIO
2019,12,North East 1,wireline,4675,01-12-2019,JIO
2019,12,Mumbai,wireline,206351,01-12-2019,JIO
2019,12,Maharashtra,wireline,36998,01-12-2019,JIO
2019,12,Madhya Pradesh,wireline,49614,01-12-2019,JIO
2019,12,Kolkata,wireline,33036,01-12-2019,JIO
2019,12,Kerala,wireline,12900,01-12-2019,JIO
2019,12,Karnataka,wireline,57051,01-12-2019,JIO
2019,12,Mumbai,wireline,71215,01-12-2019,VODAFONE IDEA
2019,12,Jammu And Kashmir,wireline,9284,01-12-2019,JIO
2019,12,Haryana,wireline,24024,01-12-2019,JIO
2019,12,Gujarat,wireline,139023,01-12-2019,JIO
2019,12,Delhi,wireline,81880,01-12-2019,JIO
2019,12,Bihar,wireline,15319,01-12-2019,JIO
2019,12,Assam,wireline,11219,01-12-2019,JIO
2019,12,Andhra Pradesh,wireline,100155,01-12-2019,JIO
2019,12,ALL INDIA,wireline,401807,01-12-2019,VODAFONE IDEA
2019,12,Himachal Pradesh,wireline,1957,01-12-2019,TATA TELE
2019,12,West Bengal,wireline,120,01-12-2019,VODAFONE IDEA
2019,12,Uttar Pradesh (West),wireline,5490,01-12-2019,VODAFONE IDEA
2019,12,Tamil Nadu,wireline,25660,01-12-2019,VODAFONE IDEA
2019,12,Rajasthan,wireline,13590,01-12-2019,VODAFONE IDEA
2019,12,Punjab,wireline,3000,01-12-2019,VODAFONE IDEA
2019,12,Odisha,wireline,5730,01-12-2019,VODAFONE IDEA
2019,12,Himachal Pradesh,wireline,355,01-12-2019,JIO
2019,12,Haryana,wireline,39029,01-12-2019,TATA TELE
2019,12,Madhya Pradesh,wireline,5316,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Delhi,wireline,146623,01-12-2019,TATA TELE
2019,12,Gujarat,wireline,97525,01-12-2019,AIRTEL
2019,12,Delhi,wireline,1484992,01-12-2019,AIRTEL
2019,12,Andhra Pradesh,wireline,215233,01-12-2019,AIRTEL
2019,12,ALL INDIA,wireline,3123023,01-12-2019,MTNL
2019,12,Mumbai,wireline,1712597,01-12-2019,MTNL
2019,12,Andhra Pradesh,wireline,789437,01-12-2019,BSNL
2019,12,Assam,wireline,97819,01-12-2019,BSNL
2019,12,Bihar,wireline,151311,01-12-2019,BSNL
2019,12,Delhi,wireline,0,01-12-2019,BSNL
2019,12,Gujarat,wireline,826150,01-12-2019,BSNL
2019,12,Haryana,wireline,185133,01-12-2019,BSNL
2019,12,Himachal Pradesh,wireline,97819,01-12-2019,BSNL
2019,12,Jammu And Kashmir,wireline,123459,01-12-2019,BSNL
2019,12,Karnataka,wireline,900147,01-12-2019,BSNL
2019,12,Kerala,wireline,1610709,01-12-2019,BSNL
2019,12,Kolkata,wireline,407553,01-12-2019,BSNL
2019,12,Madhya Pradesh,wireline,553213,01-12-2019,BSNL
2019,12,Maharashtra,wireline,920456,01-12-2019,BSNL
2019,12,Mumbai,wireline,0,01-12-2019,BSNL
2019,12,North East 1,wireline,93865,01-12-2019,BSNL
2019,12,Odisha,wireline,191530,01-12-2019,BSNL
2019,12,Punjab,wireline,331049,01-12-2019,BSNL
2019,12,Rajasthan,wireline,377178,01-12-2019,BSNL
2019,12,Tamil Nadu,wireline,1238419,01-12-2019,BSNL
2019,12,Uttar Pradesh (East),wireline,294482,01-12-2019,BSNL
2019,12,Uttar Pradesh (West),wireline,222530,01-12-2019,BSNL
2019,12,West Bengal,wireline,167020,01-12-2019,BSNL
2019,12,ALL INDIA,wireline,9579279,01-12-2019,BSNL
2019,12,Delhi,wireline,1410426,01-12-2019,MTNL
2019,12,Haryana,wireline,21975,01-12-2019,AIRTEL
2019,12,Karnataka,wireline,726529,01-12-2019,AIRTEL
2019,12,Kerala,wireline,63134,01-12-2019,AIRTEL
2019,12,Kolkata,wireline,131949,01-12-2019,AIRTEL
2019,12,Bihar,wireline,8334,01-12-2019,TATA TELE
2019,12,Andhra Pradesh,wireline,171926,01-12-2019,TATA TELE
2019,12,ALL INDIA,wireline,553866,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,West Bengal,wireline,1615,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Uttar Pradesh (West),wireline,2276,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Uttar Pradesh (East),wireline,3213,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Tamil Nadu,wireline,52922,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Rajasthan,wireline,13830,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Punjab,wireline,10165,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Odisha,wireline,1771,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Mumbai,wireline,149162,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Maharashtra,wireline,38805,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Kolkata,wireline,34760,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Kerala,wireline,11847,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Gujarat,wireline,86137,01-12-2019,TATA TELE
2019,12,Karnataka,wireline,103570,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Himachal Pradesh,wireline,1343,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Haryana,wireline,1815,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Gujarat,wireline,11058,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Delhi,wireline,75735,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Bihar,wireline,2203,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Andhra Pradesh,wireline,32460,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,ALL INDIA,wireline,4309755,01-12-2019,AIRTEL
2019,12,Uttar Pradesh (West),wireline,24538,01-12-2019,AIRTEL
2019,12,Uttar Pradesh (East),wireline,62411,01-12-2019,AIRTEL
2019,12,Tamil Nadu,wireline,547511,01-12-2019,AIRTEL
2019,12,Rajasthan,wireline,57267,01-12-2019,AIRTEL
2019,12,Punjab,wireline,138041,01-12-2019,AIRTEL
2019,12,Maharashtra,wireline,107293,01-12-2019,AIRTEL
2019,12,Madhya Pradesh,wireline,240471,01-12-2019,AIRTEL
2019,12,Jammu And Kashmir,wireline,0,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Mumbai,wireline,390886,01-12-2019,AIRTEL
2019,12,Odisha,wireless,118025372,01-12-2019,BSNL
2019,12,West Bengal,wireless,20035243,01-12-2019,VODAFONE IDEA
2019,12,Tamil Nadu,wireless,3200,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Rajasthan,wireless,333,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Punjab,wireless,279,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Odisha,wireless,368,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,North East 1,wireless,0,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Mumbai,wireless,2420,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Maharashtra,wireless,1082,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Madhya Pradesh,wireless,738,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Kolkata,wireless,36,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Kerala,wireless,625,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Karnataka,wireless,1550,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Jammu And Kashmir,wireless,0,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Himachal Pradesh,wireless,105,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Uttar Pradesh (East),wireless,856,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Haryana,wireless,140,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Delhi,wireless,1729,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Bihar,wireless,383,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Assam,wireless,2176,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Andhra Pradesh,wireless,2176,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,ALL INDIA,wireless,327297725,01-12-2019,AIRTEL
2019,12,West Bengal,wireless,15891719,01-12-2019,AIRTEL
2019,12,Uttar Pradesh (West),wireless,13545301,01-12-2019,AIRTEL
2019,12,Uttar Pradesh (East),wireless,30864257,01-12-2019,AIRTEL
2019,12,Tamil Nadu,wireless,25604916,01-12-2019,AIRTEL
2019,12,Rajasthan,wireless,21334295,01-12-2019,AIRTEL
2019,12,Punjab,wireless,10342217,01-12-2019,AIRTEL
2019,12,Odisha,wireless,11756381,01-12-2019,AIRTEL
2019,12,North East 1,wireless,5227184,01-12-2019,AIRTEL
2019,12,Gujarat,wireless,577,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Uttar Pradesh (West),wireless,306,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,West Bengal,wireless,814,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,ALL INDIA,wireless,17717,01-12-2019,RELIANCE COMMUNICATIONS
2019,12,Haryana,wireless,4955027,01-12-2019,BSNL
2019,12,Gujarat,wireless,6085008,01-12-2019,BSNL
2019,12,Delhi,wireless,5310328,01-12-2019,BSNL
2019,12,Bihar,wireless,5310328,01-12-2019,BSNL
2019,12,Assam,wireless,2743312,01-12-2019,BSNL
2019,12,Andhra Pradesh,wireless,9914603,01-12-2019,BSNL
2019,12,ALL INDIA,wireless,332612871,01-12-2019,VODAFONE IDEA
2019,12,Rajasthan,wireless,118025372,01-12-2019,BSNL
2019,12,Uttar Pradesh (West),wireless,24679320,01-12-2019,VODAFONE IDEA
2019,12,Uttar Pradesh (East),wireless,26665805,01-12-2019,VODAFONE IDEA
2019,12,Tamil Nadu,wireless,21164029,01-12-2019,VODAFONE IDEA
2019,12,Rajasthan,wireless,13958201,01-12-2019,VODAFONE IDEA
2019,12,Punjab,wireless,9712824,01-12-2019,VODAFONE IDEA
2019,12,Odisha,wireless,3430621,01-12-2019,VODAFONE IDEA
2019,12,North East 1,wireless,1926024,01-12-2019,VODAFONE IDEA
2019,12,Mumbai,wireless,13468986,01-12-2019,VODAFONE IDEA
2019,12,Maharashtra,wireless,39676542,01-12-2019,VODAFONE IDEA
